LinkID,PeptidePairIDs,PSMIDs,Protein1,Name1,Description1,Decoy1,Protein2,Name2,Description2,Decoy2,fromSite,ToSite,Croslinkers,Score,isDecoy,isTT,isTD,isDD,count PSMs,count peptide pairs,fdrGroup,fdr,ifdr,PEP,,,Protein1FDR,Protein2FDR,PPIFDR,,top pep fdr,top psm fdr,,PPI id
1115,2989,pLink2_3224,P0A8T7,,,false,P0A8V2,,,false,71,893,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1114,3139,pLink2_3223,P0A7R9,,,false,P02359,,,false,57,154,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1015
1113,2808,pLink2_3215,P02359,,,false,P0AG67,,,false,181,118,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,179
1112,2111,pLink2_3212,P0ACF4,,,false,P0A7R1,,,false,72,42,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,924
1111,2958,pLink2_3210,P02359,,,false,P0A7R9,,,false,181,57,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1015
1110,3273,pLink2_3208,P02359,,,false,P0ACF4,,,false,181,26,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,530
1109,3328,pLink2_3205,P39099,,,false,P0C0V0,,,false,404,429,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,71
1108,3327,pLink2_3204,P0A7V3,,,false,P45577,,,false,89,62,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,230
1107,3316,pLink2_3193,P0ABB4,,,false,P0ABA6,,,false,376,24,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1011
1106,2654,pLink2_3189,P0C018,,,false,P0A6P7,,,false,90,156,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.169,-0.019,,-0.01,-0.004,,1010
1105,3309,pLink2_3186,P0A9F3,,,false,P0AG59,,,false,56,24,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.05,0.215,-0.019,,-0.01,-0.004,,1009
1104,1389,pLink2_3182,P02359,,,false,P0AG67,,,false,181,129,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,179
1102,3300,pLink2_3175,P0AES6,,,false,P0AES4,,,false,395,279,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.111,0.117,-0.019,,-0.01,-0.004,,116
1101,3251,pLink2_3174,P0A7R1,,,false,P45577,,,false,15,62,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1006
1100,3297,pLink2_3172,P02359,,,false,P0A7L3,,,false,181,120,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1005
1099,3295,pLink2_3170,P0A7V3,,,false,P0AG67,,,false,233,450,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,166
1098,3294,pLink2_3169,P0A7U7,,,false,P0ACF4,,,false,53,72,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.163,0.215,-0.019,,-0.01,-0.004,,334
1097,3292,pLink2_3167,P0ACF4,,,false,P0A7R1,,,false,75,42,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,924
1096,3289,pLink2_3164,P0A8V2;P0A8V2,,;,false,P0A8T7,,,false,174;168,1076,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1095,2463,pLink2_3158,P0A6Y1,,,false,P0A6X7,,,false,84,105,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.223,0.215,-0.019,,-0.01,-0.004,,461
1094,1278,pLink2_3155,P0A8T7,,,false,P0AGB3,,,false,40,127,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.22,-0.019,,-0.01,-0.004,,999
1093,3277,pLink2_3151,P0ACF4,,,false,P0A7K6,,,false,72,63,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,998
1092,3276,pLink2_3150,P0A6F5,,,false,P77737,,,false,47,40,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,997
1091,2310,pLink2_3139,P0A722,,,false,P08839,,,false,223,404,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,996
1090,3258,pLink2_3132,P0ACF4,,,false,P02359,,,false,26,154,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,530
1089,3257,pLink2_3131,P60240,,,false,P0A8T7,,,false,879,16,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,487
1088,3255,pLink2_3129,P02359,,,false,P0A7W1,,,false,154,160,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,525
1087,2683,pLink2_3127,P0A8F0,,,false,P0ACF8,,,false,70,57,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,178
1086,2264,pLink2_3120,P0A9R7,,,false,P0A6F5,,,false,133,47,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,991
1085,1696,pLink2_3119,P0A7R5,,,false,P0AG59,,,false,12,76,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,990
1084,3229,pLink2_3118,P24255,,,false,P0A8V2,,,false,280,1035,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,989
1083,3240,pLink2_3114,P0AES4,,,false,P0AES6,,,false,607,395,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.117,0.111,-0.019,,-0.01,-0.004,,116
1082,3232,pLink2_3105,P0A705,,,false,P0A7S3,,,false,270,44,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.22,-0.019,,-0.01,-0.004,,140
1081,1650,pLink2_3104,P0A705,,,false,P0A7V3,,,false,194,108,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,280
1080,3230,pLink2_3103,P0AG44,,,false,P0A7N4,,,false,138,47,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,775
1079,3212,pLink2_3096,P0AG67,,,false,P0A7V3,,,false,450,108,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,166
1078,2944,pLink2_3091,P38038,,,false,P42597,,,false,96,39,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,983
1077,3198,pLink2_3071,P0A7V8,,,false,P0A7U7,,,false,157,19,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.163,-0.019,,-0.01,-0.004,,982
1076,461,pLink2_3066,P0A8V2,,,false,P0ACF0;P0ACF0,,;,false,640,88;92,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.215,0.215,-0.019,,-0.01,-0.004,,204
1075,3191,pLink2_3064,P0AEH5,,,false,P64581,,,false,47,34,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0,0,-0.019,,-0.01,-0.004,,378
1074,1632,pLink2_3062,P0A6Y1,,,false,P0A6X7,,,false,30,24,,1,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,1,,0.223,0.215,-0.019,,-0.01,-0.004,,461
1073,680,pLink2_3051,P29745,,,false,P09373,,,false,182,593,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,342
1072,3177,pLink2_3049,P0A9P0,,,false,P0AFG8,,,false,289,305,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0,0.215,-0.019,,-0.01,-0.004,,719
1071,3176,pLink2_3048,P0A832,,,false,P68679;P68679,,;,false,50,24;28,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.22,0.215,-0.019,,-0.01,-0.004,,976
1070,753,pLink2_3039,P0A8V2;P0A8V2,,;,false,P0A8T7,,,false,170;172,797,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1069,3167,pLink2_3038,P0A7T7;P0A7T7,,;,false,P68679;P68679,,;,false,41;47,24;28,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,504
1068,1240,pLink2_3032,P45577,,,false,P0A7S3,,,false,15,44,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.22,-0.019,,-0.01,-0.004,,973
1067,1445,pLink2_3029,P0A8T7,,,false,P0A800,,,false,562,20,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.209,-0.019,,-0.01,-0.004,,301
1066,3158,pLink2_3028,P0AEU7;P0AEU7,,;,false,P0A7S3,,,false,89;86,44,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0,0.22,-0.019,,-0.01,-0.004,,666
1065,449,pLink2_3025,P29013,,,false,P76235,,,false,155,15,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,970
1064,3147,pLink2_3016,P0A705,,,false,P0A7V3,,,false,96,108,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,280
25,375,pLink2_3009,P0A6H1,,,false,P0A6H1,,,false,192,192,,0.999,false,true,false,false,1,1,Self,0,0,0,0.999,,0,0,0,,0,0,,1290
1063,3138,pLink2_3006,P0ACF4,,,false,P0A7U7,,,false,75,34,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.163,-0.019,,-0.01,-0.004,,334
1062,1457,pLink2_2996,Q46868,,,false,P77488,,,false,66,95,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,967
1061,1991,pLink2_2992,P0A7V3,,,false,P0A7U7,,,false,80,19,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.163,-0.019,,-0.01,-0.004,,966
1060,2459,pLink2_2991,P0A7K2;P0A7K2,,;,false,P0AG55,,,false,121;109,30,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.169,0,-0.019,,-0.01,-0.004,,244
1059,3122,pLink2_2990,P60422,,,false,P0ACF4,,,false,138,72,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.169,0.215,-0.019,,-0.01,-0.004,,39
1058,3119,pLink2_2987,P0ACF4,,,false,P0A705,,,false,26,756,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,711
1057,3117,pLink2_2985,P0A7V3,,,false,P0ACF0;P0ACF0,,;,false,89,88;92,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,84
1056,1665,pLink2_2983,P0A7L0,,,false,P45577,,,false,54,101,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,961
1055,3104,pLink2_2972,P0A6X7,,,false,P0A7R9,,,false,68,84,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,960
1054,3103,pLink2_2971,P0A853,,,false,P0A8F0,,,false,467,148,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,713
1053,3102,pLink2_2970,P0ACF4,,,false,P0A7L0,,,false,72,169,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,394
1052,3097,pLink2_2965,P0ACF0;P0ACF0,,;,false,P0AGJ5,,,false,88;92,142,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.163,-0.019,,-0.01,-0.004,,957
1051,3096,pLink2_2964,P0AG59,,,false,P0A6Y1,,,false,25,72,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.223,-0.019,,-0.01,-0.004,,956
1050,2529,pLink2_2963,P02359,,,false,P0A6Y1,,,false,154,72,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.223,-0.019,,-0.01,-0.004,,955
1049,3093,pLink2_2961,P0A7R1,,,false,P0AG59,,,false,42,76,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,306
1048,1119,pLink2_2959,P64581,,,false,P0AEH5,,,false,72,67,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0,0,-0.019,,-0.01,-0.004,,378
1047,2469,pLink2_2955,P0A6X7,,,false,P0AG59,,,false,68,24,,0.999,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,952
1046,2370,pLink2_2942,P69797,,,false,P09884,,,false,130,434,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.215,0.215,-0.019,,-0.01,-0.004,,951
1045,2242,pLink2_2940,P0A6Y1,,,false,P0A7U7,,,false,72,19,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.223,0.163,-0.019,,-0.01,-0.004,,589
1044,639,pLink2_2931,P0A8V2,,,false,P0A8T7,,,false,441,1076,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1043,3062,pLink2_2930,P0A7L0,,,false,P0ACF4,,,false,171,72,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.215,0.215,-0.019,,-0.01,-0.004,,394
1042,3057,pLink2_2925,P0A7R1,,,false,P21499,,,false,94,90,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.215,0.138,-0.019,,-0.01,-0.004,,607
1041,1216,pLink2_2923,P0A7N4,,,false,P0AG44,,,false,47,123,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.215,0.215,-0.019,,-0.01,-0.004,,775
1040,3053,pLink2_2921,P60422,,,false,P0A7R1,,,false,245,94,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.169,0.215,-0.019,,-0.01,-0.004,,945
1039,3050,pLink2_2918,P0A7N4,,,false,P61175,,,false,56,28,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.215,0.169,-0.019,,-0.01,-0.004,,944
1038,2050,pLink2_2910,P0AFD6,,,false,P0AFD1,,,false,180,120,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.215,0.215,-0.019,,-0.01,-0.004,,404
1036,2972,pLink2_2901,P0A705,,,false,P0A7U7,,,false,850,19,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0.215,0.163,-0.019,,-0.01,-0.004,,942
1035,1377,pLink2_2899,P0AFG6,,,false,P0AFG3,,,false,234,73,,0.998,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.998,,0,0.215,-0.019,,-0.01,-0.004,,98
1034,3024,pLink2_2890,P0C018,,,false,P0A7L0,,,false,72,54,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.215,0.215,-0.019,,-0.01,-0.004,,429
1033,3020,pLink2_2884,P0AFG3,,,false,P0AFG6,,,false,485,97,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.215,0,-0.019,,-0.01,-0.004,,98
1032,2458,pLink2_2877,P0ACG1,,,false,P0ACF8,,,false,119,57,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.215,0.215,-0.019,,-0.01,-0.004,,938
1031,3011,pLink2_2875,P0A853,,,false,P0A9G6,,,false,160,194,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.215,0.215,-0.019,,-0.01,-0.004,,563
1030,3008,pLink2_2872,P68679;P68679,,;,false,P0A7U7,,,false,24;28,19,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.215,0.163,-0.019,,-0.01,-0.004,,936
1029,2374,pLink2_2858,P0A7V3,,,false,P0ADY3,,,false,108,54,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.215,0.22,-0.019,,-0.01,-0.004,,935
1028,2983,pLink2_2847,P0A6Y1,,,false,P0A6X7,,,false,86,103,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.223,0.215,-0.019,,-0.01,-0.004,,461
1027,2488,pLink2_2838,P25519,,,false,P0ADY3,,,false,50,54,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.215,0.22,-0.019,,-0.01,-0.004,,933
1026,2973,pLink2_2837,P60240,,,false,P0A7Z4,,,false,134,302,,0.997,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.997,,0.215,0.215,-0.019,,-0.01,-0.004,,420
1025,2961,pLink2_2823,O95936,,,false,O94812,,,false,377,240,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0.163,0.215,-0.019,,-0.01,-0.004,,931
1024,2960,pLink2_2822,P0ABP8,,,false,P0A853,,,false,149,471,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0,0.215,-0.019,,-0.01,-0.004,,930
1023,2957,pLink2_2819,P75949,,,false,P0A6F5,,,false,308,47,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0.215,0.215,-0.019,,-0.01,-0.004,,325
1021,2952,pLink2_2814,P37095,,,false,P59768,,,false,50,14,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0,0.215,-0.019,,-0.01,-0.004,,928
1019,2943,pLink2_2804,P0A6X7,,,false,P68679;P68679,,;,false,68,24;28,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0.215,0.215,-0.019,,-0.01,-0.004,,927
1018,1384,pLink2_2803,P0AFG3,,,false,P0A9P0,,,false,485,256,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0.215,0,-0.019,,-0.01,-0.004,,5
1017,2933,pLink2_2794,P0A7S3,,,false,P0ADZ4,,,false,44,48,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0.22,0.215,-0.019,,-0.01,-0.004,,925
1016,2930,pLink2_2791,P0A7R1,,,false,P0ACF4,,,false,94,26,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0.215,0.215,-0.019,,-0.01,-0.004,,924
1015,794,pLink2_2787,P0A705;P0A705,,;,false,P0A7S3,,,false,311;301,116,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0.215,0.22,-0.019,,-0.01,-0.004,,140
1014,2075,pLink2_2786,P60422,,,false,P0A7K2;P0A7K2,,;,false,106,70;75,,0.996,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.996,,0.169,0.169,-0.019,,-0.01,-0.004,,922
1013,581,pLink2_160;pLink2_1579,P0ACF4,,,false,P68679;P68679,,;,false,72,24;28,,0.995,false,true,false,false,2,1,Between,-0.01,-0.01,-0.008,0.859,,0.215,0.215,-0.019,,-0.01,-0.004,,921
1012,2919,pLink2_2779,P0A7V0,,,false,P60422;P60422,,;,false,38,182;183,,0.995,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.995,,0.215,0.169,-0.019,,-0.01,-0.004,,920
1011,1974,pLink2_2774,P0A8T7,,,false,P0A8V2,,,false,753,164,,0.995,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.995,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1010,2913,pLink2_2772,P60422;P60422,,;,false,P0A7U3,,,false,182;183,92,,0.995,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.995,,0.169,0.163,-0.019,,-0.01,-0.004,,918
1009,2909,pLink2_2767,P0A836,,,false,P0AGE9,,,false,149,267,,0.995,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.995,,0.215,0.215,-0.019,,-0.01,-0.004,,176
1007,2900,pLink2_2757,P0A7G2,,,false,P0ACF4,,,false,68,72,,0.995,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.995,,0.215,0.215,-0.019,,-0.01,-0.004,,916
1006,2289,pLink2_2750,P64581,,,false,P0AEH5,,,false,4,67,,0.995,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.995,,0,0,-0.019,,-0.01,-0.004,,378
1005,2889,pLink2_2743,P09373;P09373,,;,false,P29745,,,false,642;645,182,,0.995,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.995,,0.215,0.215,-0.019,,-0.01,-0.004,,342
1004,1702,pLink2_2731,P0A8V2,,,false,P0A8T7,,,false,170,781,,0.994,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.994,,0.215,0.215,-0.019,,-0.01,-0.004,,16
24,74,pLink2_2723,P0A9M8,,,false,P0A9M8,,,false,480,480,,0.994,false,true,false,false,1,1,Self,0,0,0,0.994,,0,0,0,,0,0,,1289
1003,1845,pLink2_2712,P0A7V3,,,false,Q9HB03,,,false,233,267,,0.994,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.994,,0.215,0.117,-0.019,,-0.01,-0.004,,810
1002,1899,pLink2_2711,P0AG67,,,false,P0A7V3,,,false,470,108,,0.994,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.994,,0.215,0.215,-0.019,,-0.01,-0.004,,166
1001,2698,pLink2_2709,P07118,,,false,P0A7I0,,,false,828,2,,0.994,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.994,,0.215,0.215,-0.019,,-0.01,-0.004,,910
1000,2846,pLink2_2696,P0ACJ0,,,false,P0A8F0,,,false,129,148,,0.993,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.993,,0.215,0.215,-0.019,,-0.01,-0.004,,909
999,2843,pLink2_2693,P0AGE9,,,false,P0A836,,,false,51,403,,0.993,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.993,,0.215,0.215,-0.019,,-0.01,-0.004,,176
997,2836,pLink2_2685,P0A7V3,,,false,P0A9M0,,,false,52,257,,0.993,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.993,,0.215,0.22,-0.019,,-0.01,-0.004,,907
996,2829,pLink2_2677,P0A8V2;P0A8V2,,;,false,P0A8T7,,,false,172;174,797,,0.993,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.993,,0.215,0.215,-0.019,,-0.01,-0.004,,16
994,2822,pLink2_2670,P0A6Y8,,,false,P69908,,,false,591,24,,0.993,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.993,,0.215,0.215,-0.019,,-0.01,-0.004,,273
993,1764,pLink2_2665,P0ACF0;P0ACF0,,;,false,P0AG67,,,false,88;92,249,,0.993,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.993,,0.215,0.215,-0.019,,-0.01,-0.004,,904
992,2797,pLink2_2643,P0A7S3,,,false,P0A7X3,,,false,44,100,,0.992,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.992,,0.22,0.215,-0.019,,-0.01,-0.004,,903
991,2795,pLink2_2641,P0A9P0,,,false,P0AFG6,,,false,119,97,,0.992,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.992,,0,0,-0.019,,-0.01,-0.004,,60
990,2725,pLink2_2639,P0ACF4,,,false,P0AG59,,,false,72,24,,0.992,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.992,,0.215,0.215,-0.019,,-0.01,-0.004,,901
989,2792,pLink2_2638,P0AFG6,,,false,P0A9P0,,,false,145,371,,0.992,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.992,,0,0,-0.019,,-0.01,-0.004,,60
988,2107,pLink2_2637,P0A7X3,,,false,P0AG67,,,false,100,249,,0.991,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.991,,0.215,0.215,-0.019,,-0.01,-0.004,,375
987,2782,pLink2_2626,P62399,,,false,P0ACF0;P0ACF0,,;,false,124,92;96,,0.991,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.991,,0.169,0.215,-0.019,,-0.01,-0.004,,58
986,2780,pLink2_2623,Q6ISB3,,,false,P36938,,,false,543,365,,0.991,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.991,,0.215,0.215,-0.019,,-0.01,-0.004,,897
985,2774,pLink2_2617,P0A7R1,,,false,P0A7K2;P0A7K2,,;,false,73,70;75,,0.991,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.991,,0.215,0.169,-0.019,,-0.01,-0.004,,896
984,2772,pLink2_2614,P0ADZ4,,,false,P38051,,,false,65,250,,0.99,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.99,,0.215,0.215,-0.019,,-0.01,-0.004,,895
983,2505,pLink2_2613,P0A705,,,false,P0A7S3,,,false,269,44,,0.99,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.99,,0.215,0.22,-0.019,,-0.01,-0.004,,140
982,1620,pLink2_2610,P0ACF0,,,false,P0A7V3,,,false,72,52,,0.99,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.99,,0.215,0.215,-0.019,,-0.01,-0.004,,84
981,2761,pLink2_2601,P0A6Y8,,,false,P69797,,,false,528,186,,0.99,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.99,,0.215,0.215,-0.019,,-0.01,-0.004,,716
980,2759,pLink2_2599,P02359,,,false,P0ACF4,,,false,58,26,,0.99,false,true,false,false,1,1,Between,-0.01,-0.01,-0.008,0.99,,0.215,0.215,-0.019,,-0.01,-0.004,,530
